date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:13	206/206	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:11%20GMT	http://webcoban.vn/html/demo?file=1372	F:/webcoban/webcoban.vn/html/demo7eaa.html	(from http://webcoban.vn/html/the-meta-trong-html.html)
10:45:13	6118/6118	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:11%20GMT	http://webcoban.vn/html/demo?file=1197	F:/webcoban/webcoban.vn/html/demodc27.html	(from http://webcoban.vn/html/the-meter-trong-html.html)
10:45:13	6225/6225	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:12%20GMT	http://webcoban.vn/html/demo?file=1388	F:/webcoban/webcoban.vn/html/demoeb22.html	(from http://webcoban.vn/html/the-nav-trong-html.html)
10:45:14	6602/6602	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:12%20GMT	http://webcoban.vn/html/demo?file=1389	F:/webcoban/webcoban.vn/html/demo2297.html	(from http://webcoban.vn/html/the-nav-trong-html.html)
10:45:14	5988/5988	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:12%20GMT	http://webcoban.vn/html/demo?file=1454	F:/webcoban/webcoban.vn/html/demoaa27.html	(from http://webcoban.vn/html/the-noframes-trong-html.html)
10:45:14	433/433	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:13%20GMT	http://webcoban.vn/html/demo?file=2159	F:/webcoban/webcoban.vn/html/demob7d7.html	(from http://webcoban.vn/html/the-noscript-trong-html.html)
10:45:15	5822/5822	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:13%20GMT	http://webcoban.vn/html/demo?file=1363	F:/webcoban/webcoban.vn/html/demo9c2a.html	(from http://webcoban.vn/html/the-object-trong-html.html)
10:45:15	6115/6115	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:13%20GMT	http://webcoban.vn/html/demo?file=1364	F:/webcoban/webcoban.vn/html/demo65ea.html	(from http://webcoban.vn/html/the-object-trong-html.html)
10:45:15	6147/6147	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:14%20GMT	http://webcoban.vn/html/demo?file=1365	F:/webcoban/webcoban.vn/html/demo8d13.html	(from http://webcoban.vn/html/the-object-trong-html.html)
10:45:16	5844/5844	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:14%20GMT	http://webcoban.vn/html/demo?file=1366	F:/webcoban/webcoban.vn/html/demo6644.html	(from http://webcoban.vn/html/the-object-trong-html.html)
10:45:16	6063/6063	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:14%20GMT	http://webcoban.vn/html/demo?file=1367	F:/webcoban/webcoban.vn/html/demo307b.html	(from http://webcoban.vn/html/the-object-trong-html.html)
10:45:17	6063/6063	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:15%20GMT	http://webcoban.vn/html/demo?file=1368	F:/webcoban/webcoban.vn/html/democe48.html	(from http://webcoban.vn/html/the-object-trong-html.html)
10:45:17	5941/5941	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:15%20GMT	http://webcoban.vn/html/demo?file=1395	F:/webcoban/webcoban.vn/html/demo4da1.html	(from http://webcoban.vn/html/the-ol-trong-html-tao-danh-sach-co-thu-tu.html)
10:45:17	6585/6585	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:15%20GMT	http://webcoban.vn/html/demo?file=1396	F:/webcoban/webcoban.vn/html/demofd1f.html	(from http://webcoban.vn/html/the-ol-trong-html-tao-danh-sach-co-thu-tu.html)
10:45:18	6716/6716	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:16%20GMT	http://webcoban.vn/html/demo?file=2226	F:/webcoban/webcoban.vn/html/demoa5cc.html	(from http://webcoban.vn/html/the-ol-trong-html-tao-danh-sach-co-thu-tu.html)
10:45:18	6038/6038	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:45:16%20GMT	http://webcoban.vn/html/demo?file=1401	F:/webcoban/webcoban.vn/html/demo2e02.html	(from http://webcoban.vn/html/the-ol-trong-html-tao-danh-sach-co-thu-tu.html)
